"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"5563",310238,30249,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,"34",9,300,350,36
"5564",310239,104528,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"34",13,0,0,0
"5565",310240,3588,0,0,1,0,1,0.2111608,1,0,0,0,0,1,0,0,1,0,"40",12,0,500,40
"5567",310242,0,1,1,0.6876773,0,0,0,0,0,0,0,0,0,0,0,1,0,"70",8,7000,500,40
"5568",310244,42106,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"42",13,5000,450,40
"5569",310245,50016,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"50",8,28000,1057,40
"5570",310246,26812,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,"35",12,0,385,32
"5571",310247,11691,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"36",12,5600,600,16
"5579",310259,13724,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"35",10,15000,475,70
"5581",310262,11640,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,"66",12,0,0,0
"5582",310263,5058,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,"32",8,160,400,40
"5583",310264,6624,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"39",13,4000,500,40
"5584",310266,25464,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,"30",12,0,335,40
"5585",310269,1490,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,"40",8,554,500,8
"5588",310275,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"39",8,8000,500,40
"5589",310276,21231,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,5785,385,30
"5590",310277,33282,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"25",12,8000,500,40
"5591",310278,19025,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,"32",10,6000,510,40
"5592",310279,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,"38",9,0,500,40
"5593",310281,5232,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"22",12,1777,335,20
"5594",310282,1607,0,0,0,0,1,0.2111608,1,1,0,0,1,0,0,0,0,1,"33",9,0,0,0
"5595",310286,32544,1,1,0,0,0,0,0.4073359,0,1,0,0,0,0,0,0,1,"24",9,80,400,20
"5596",310287,13089,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"29",12,2487,450,30
"5597",310289,23341,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,"36",12,13000,575,40
"5598",310290,9615,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,"22",14,6000,487,30
"5599",310291,16263,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,500,335,20
"5601",310294,34470,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"33",12,6000,380,40
"5603",310297,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"53",8,0,0,0
"5604",310298,40925,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,"35",12,0,365,9
"5606",310301,61,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,"29",11,0,0,0
"5607",310303,6864,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,"24",12,900,350,32
"5608",310304,21291,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"30",12,0,335,20
"5610",310306,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,"22",12,0,0,0
"5611",310309,18250,0,0,0,0,1,0.2111608,0,0,0,0,1,0,0,1,0,0,"33",9,6000,335,40
"5612",310310,90987,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",12,0,0,0
"5613",310312,120,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,"25",12,500,200,25
"5614",310314,2450,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"27",10,250,234,18
"5616",310317,2043,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,"50",11,0,0,0
"5617",310328,25064,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,"30",9,0,400,40
"5618",310332,22723,1,1,1,1,0,0,0.4073359,0,0,0,1,0,0,0,1,0,"30",14,9000,365,20
"5619",310333,20612,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,"36",12,13566,950,40
"5621",310335,46228,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,1600,500,20
"5623",310340,10515,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"48",12,2191,400,25
"5624",310342,1617,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,"26",10,2580,525,40
"5626",310346,2433,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"25",10,0,0,0
"5627",310347,11100,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,"28",12,0,0,0
"5629",310349,27885,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"38",11,0,500,40
"5631",310353,12849,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",12,2000,450,40
"5632",310356,14107,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"73",12,0,0,0
"5633",310357,6972,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,"34",9,0,0,0
"5634",310359,19542,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,"27",12,0,0,0
"5635",310365,30286,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,"39",14,4575,1402,40
"5639",310371,14282,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,"31",12,4800,340,35
"5641",310377,26492,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"26",12,5000,539,40
"5642",310378,12411,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",12,2000,500,20
"5643",310380,20997,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"23",12,600,350,35
"5648",310387,909,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",12,652,400,40
"5651",310396,15374,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,"32",12,4000,400,20
"5653",310400,37505,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"38",11,6282,440,16
"5654",310401,58146,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,"29",12,20000,1070,42
"5656",310404,27822,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,3010,1300,35
"5659",310409,8994,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,"31",12,2640,525,40
"5660",310414,31715,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,"26",13,800,335,38
"5663",310424,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"35",8,1382,360,48
"5664",310426,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"27",13,6373,233,60
"5667",310431,8820,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"27",12,3160,375,40
"5668",310433,8382,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,2300,750,15
"5669",310434,1324,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"22",13,3000,425,21
"5670",310438,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"31",16,4800,922,40
"5671",310439,9018,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"24",12,1368,600,38
"5672",310447,321,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"42",12,0,0,0
"5674",310454,0,0,1,0,0,0,0,0.4073359,0,0,0,0,0,0,0,0,1,"63",8,2976,550,40
"5675",310455,20382,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"26",15,5000,550,40
"5677",310458,36552,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,"49",11,500,335,32
"5680",310465,2100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",11,5000,400,40
"5681",310466,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,"45",8,0,0,0
"5684",310473,5940,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,"24",12,500,335,20
"5685",310476,51198,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,"30",17,13000,803,40
"5686",310477,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"29",8,0,345,40
"5688",310482,13562,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"56",13,2000,335,25
"5689",310485,26133,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,"41",12,5616,390,40
"5690",310487,25897,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,"27",10,0,350,30
"5693",310493,22171,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"38",9,11400,733,40
"5694",310494,70155,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"25",9,0,0,0
"5695",310497,1534,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"35",14,4500,400,25
"5696",310501,8040,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,"30",10,0,0,0
"5697",310502,13827,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"26",12,6000,488,40
"5699",310511,35694,1,1,0.6876773,1,0,0,0,0,0,0,0,1,0,0,0,0,"39",17,3200,700,40
"5700",310514,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,"34",10,3000,430,27
"5701",310515,63713,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,"25",12,1020,400,30
"5703",310520,2991,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"24",11,0,0,0
"5704",310523,10411,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,"22",12,3362,400,20
"5706",310526,4518,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"36",11,1524,635,50
"5707",310529,50861,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"25",16,5760,400,30
"5709",310533,23847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"39",9,5486,350,40
"5712",310536,26107,0,1,0.6876773,1,0,0,1,1,0,1,0,0,0,1,0,1,"26",10,0,475,40
"5713",310537,1744,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"25",12,300,400,30
"5714",310539,7020,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"41",14,0,0,0
"5715",310541,1254,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,"27",13,300,335,20
"5717",310543,26288,1,1,0.6876773,0,1,0,0.4073359,0,0,1,0,0,0,0,0,1,"29",14,780,630,40
"5719",310546,15073,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,"41",12,7000,600,40
"5721",310551,2008,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,"25",11,0,625,20
"5722",310552,30432,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"25",10,402,335,20
"5724",310556,2829,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"37",9,1440,400,6
"5725",310557,13705,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,"27",12,59,345,38
"5726",310558,31650,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"30",9,0,0,0
"5727",310560,15633,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",12,6600,550,40
"5728",310561,33287,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"39",14,860,335,9
"5729",310563,19146,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,"26",13,78,405,17
"5730",310564,1704,1,1,0,1,0,0.3352851,1,0,0,0,1,0,0,0,0,0,"33",11,3000,400,30
"5731",310565,17358,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"27",12,146,500,40
"5732",310568,25887,1,0,0,0,0,0.2111608,1,0,0,0,1,0,0,1,0,0,"32",11,0,585,40
"5733",310571,408,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",11,6612,480,40
"5734",310574,87,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,"33",14,0,488,32
"5735",310575,34236,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"30",11,9000,450,40
"5736",310576,9763,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,"34",12,1580,497,40
"5737",310581,20430,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",9,5148,335,28
"5738",310582,5991,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,"31",12,0,0,0
"5740",310585,45194,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"31",16,18000,900,8
"5741",310588,3618,1,1,0,0,0,0,0.4073359,0,1,0,0,0,0,0,0,0,"24",9,728,500,40
"5742",310589,5988,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"33",12,2500,700,16
"5743",310592,17610,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"25",14,4000,450,20
"5744",310594,7377,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"43",12,3115,186,36
"5745",310595,19634,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,"29",12,3700,798,56
"5746",310597,25053,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,"28",11,0,600,45
"5747",310598,20961,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,2000,166,40
"5749",310602,3986,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,"28",8,2700,470,40
"5750",310603,27056,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"22",10,3464,500,47
"5751",310605,28749,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"31",13,3692,375,20
"5752",310606,1209,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"25",12,5200,500,40
"5753",310610,15569,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"66",12,0,0,0
"5755",310612,33206,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"30",12,4000,335,20
"5756",310614,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",11,397,530,37
"5757",310615,7398,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,"43",12,2400,500,40
"5758",310617,16449,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"23",11,400,400,20
"5759",310618,3123,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,647,400,8
"5760",310622,55182,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,"27",11,9240,700,40
"5761",310624,1086,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"23",11,4000,555,36
"5763",310626,9447,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"45",9,0,500,40
"5764",310629,15003,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",12,8000,400,23
"5768",310636,7718,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,"30",12,0,0,0
"5770",310641,6520,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"32",12,2000,375,30
"5771",310642,874,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,"33",10,12000,1535,40
"5773",310644,18270,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",9,2222,375,30
"5774",310647,6835,1,1,0.6876773,1,0,0,1,0,0,0,0,0,0,0,0,1,"56",10,2500,700,40
"5775",310650,10565,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"40",11,1000,100,25
"5776",310651,0,0,0,1,0,1,0.2111608,1,1,1,0,0,0,0,0,1,0,"22",12,0,0,0
"5777",310656,57,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,"24",12,32,400,8
"5778",310657,44442,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"39",12,0,0,0
"5779",310658,36147,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,6000,450,30
"5780",310661,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,"26",13,200,500,40
"5781",310662,44601,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"37",10,10000,715,8
"5782",310664,9110,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"35",10,0,0,0
"5784",310668,10287,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"36",11,4473,375,40
"5785",310669,27683,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"29",13,0,400,40
"5786",310673,21710,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,"36",12,1347,355,40
"5789",310678,18990,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,"52",12,3000,365,20
"5790",310682,51741,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,"27",12,0,0,0
"5791",310684,1365,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,1600,335,20
"5792",310685,39441,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"23",12,0,400,43
"5794",310688,6495,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"43",11,4480,400,40
"5796",310690,4663,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"74",12,0,0,0
"5797",310691,27990,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,"23",12,2000,335,25
"5798",310692,16974,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"28",8,725,725,25
"5799",310693,17236,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"37",12,12000,643,40
"5800",310694,6646,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,"26",13,1400,355,10
"5801",310696,4731,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,"42",10,0,0,0
"5805",310702,2180,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"32",11,890,390,12
"5807",310705,14742,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,"35",7,900,1600,40
"5808",310706,925,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"43",12,0,290,40
"5809",310708,4215,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,"32",12,3120,650,40
"5810",310709,4560,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"29",12,200,325,30
"5811",310710,24156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"25",9,5000,545,40
"5812",310713,2543,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"47",12,16000,1055,40
"5816",310718,6324,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,"31",11,0,335,30
"5817",310721,672,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"34",9,700,335,20
"5819",310723,33140,0,1,0.6876773,0,0,1,0,0,0,0,0,1,0,0,1,0,"40",8,9000,587,50
"5820",310725,16328,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,0,335,8
"5822",310728,9969,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,"24",12,850,365,35
"5823",310731,17448,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,"30",12,1646,350,50
"5824",310733,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"24",12,98,500,30
"5825",310734,31689,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,"26",10,1020,425,20
"5826",310736,18093,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"35",12,5000,350,40
"5828",310739,5961,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"23",12,165,350,30
"5829",310740,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"39",11,260,500,2
"5830",310741,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,"34",12,0,487,40
"5831",310744,25439,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"28",10,0,0,0
"5834",310747,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"44",9,379,350,6
"5835",310750,19509,1,0,1,1,0,1,0.5332298,0,0,1,0,0,0,0,1,0,"26",14,200,375,40
"5837",310754,1752,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,"27",9,5000,467,25
"5838",310755,33276,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"33",12,418,335,12
"5839",310756,1581,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,"26",11,0,0,0
"5842",310762,846,0,0,1,0,1,0.2111608,0,0,0,1,0,0,0,1,0,0,"29",12,6614,475,39
"5843",310763,15138,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"48",14,1600,500,20
"5846",310768,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",9,0,500,12
"5847",310771,26923,1,0,1,0,0,0.2111608,1,0,0,0,1,0,0,1,0,1,"33",12,521,335,20
"5848",310772,10587,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,"33",12,6,1050,40
"5850",310775,4446,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,"26",12,200,335,20
"5851",310777,20808,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,"23",12,17000,650,40
"5853",310782,13961,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"29",10,5000,575,40
"5855",310785,929,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"39",10,1488,335,37
"5857",310787,3735,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,"29",12,0,0,0
"5858",310789,3336,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"43",9,4900,450,35
"5859",310790,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,"51",8,0,0,0
"5864",310805,12348,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,"35",12,2160,450,20
"5865",310806,14026,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"43",12,2300,350,40
"5866",310807,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,"23",10,0,0,0
"5867",310813,2761,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,"22",9,0,0,0
"5869",310818,7731,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"29",11,3000,603,38
"5870",310819,1393,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,"28",12,1000,350,16
"5875",310833,31170,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"40",13,0,525,50
"5876",310834,39260,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,"39",12,0,0,0
"5877",310837,20181,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",10,5760,400,30
"5878",310840,14247,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,"24",9,5000,350,16
"5879",310843,27323,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,"26",12,4462,357,25
"5880",310844,64911,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,"25",12,0,350,20
"5882",310847,12264,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,"28",10,800,400,40
"5883",310851,390,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"44",12,3444,325,20
"5884",310852,23544,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"53",13,400,850,40
"5885",310853,14988,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,"31",12,0,560,40
"5887",310856,10395,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"23",12,90,410,27
"5888",310857,903,0,0,0.716404,0,1,0,1,1,0,0,0,1,0,0,0,0,"39",12,0,0,0
"5889",310859,40858,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",14,8000,280,35
"5890",310860,13381,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,"36",10,1350,450,30
"5892",310864,8883,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,"29",8,15600,1300,40
"5893",310865,10851,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"36",12,900,500,40
"5894",310868,6940,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",12,1000,1500,4
"5895",310869,43976,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,"37",10,6500,600,40
"5896",310870,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,"38",12,7000,1000,48
"5897",310872,28161,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"27",11,248,335,40
"5901",310882,15714,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,"24",12,0,0,0
"5903",310885,41680,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"34",12,4000,500,26
"5904",310886,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"44",12,150,626,24
"5905",310889,4144,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,"45",12,1100,400,40
"5907",310894,11003,1,1,1,0,0,0,0.4073359,0,0,0,1,0,0,0,0,0,"30",12,6000,667,35
"5908",310896,783,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,"22",11,6,450,38
"5910",310898,3363,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"57",11,0,0,0
"5912",310905,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,"26",12,0,0,0
"5913",310907,4669,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,"25",12,2320,357,20
"5914",310908,3639,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"30",12,900,400,40
"5917",310914,10209,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,"32",12,0,375,40
"5918",310916,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,"25",12,0,0,0
"5919",310918,34044,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,"26",13,0,500,39
"5920",310923,2392,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"35",16,4700,1375,40
"5921",310924,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,"28",12,0,0,0
"5923",310927,29931,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",14,6800,370,40
"5925",310931,28872,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"26",11,3500,650,10
"5926",310934,25632,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"38",13,8000,550,40
"5929",310938,1986,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,"25",12,0,438,32
"5931",310943,13981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",11,2876,351,40
"5933",310945,8553,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,"35",10,0,0,0
"5935",310947,25691,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"26",12,5000,500,50
"5936",310949,16307,0,0,1,0,0,0,0.5332298,0,0,0,1,0,0,1,0,0,"34",12,500,500,25
"5937",310951,17915,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"35",13,500,425,45
"5938",310953,5328,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,"29",12,2299,385,40
"5941",310957,12716,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",13,2428,335,15
"5942",310960,14465,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"31",13,1608,335,35
"5943",310963,23727,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,"44",13,2848,355,25
